Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result
2,1.56,65,11,FLAT,SOFT,47,1,WINNER
2,9.2,727,8,HURDLE,FAST,57,3,WINNER
5,1.07,118,10,HURDLE,SOFT,52,4,WINNER
2,1.52,40,11,HURDLE,HEAVY,18,1,WINNER
2,3.5,77,6,FLAT,HEAVY,76,1,LOSER
2,2.86,16,7,CHASE,HEAVY,17,1,WINNER
5,3.9,8,19,HURDLE,GOOD ,24,4,LOSER
2,1.85,5,7,FLAT,FIRM,16,3,WINNER
2,1.46,1293,13,FLAT,GOOD ,19,3,LOSER
2,1.49,31,6,FLAT,SOFT,10,1,WINNER
5,2.44,217,8,CHASE,FIRM,28,4,WINNER
5,160,621,12,HURDLE,SOFT,27,5,LOSER
2,3.55,1214,8,HURDLE,FAST,14,2,LOSER
5,4.1,1131,12,HURDLE,GOOD/FIRM,7,5,LOSER
2,2.72,1063,18,HURDLE,GOOD ,7,1,LOSER
2,2.5,73,8,FLAT,SOFT,18,1,NON_RUNNER
2,250,2077,9,HURDLE,SOFT,39,3,LOSER
2,3.35,724,6,FLAT,GOOD/SOFT,32,3,LOSER
2,8,45,10,HURDLE,GOOD/SOFT,15,3,LOSER
5,1.86,120,12,CHASE,HEAVY,45,5,LOSER
2,1.87,96,10,HURDLE,GOOD ,23,1,WINNER
2,9.8,26,15,HURDLE,GOOD/FIRM,18,1,LOSER
2,2.56,466,7,CHASE,SOFT,19,2,LOSER
5,1.92,13,15,FLAT,FAST,22,4,NON_RUNNER
5,25,117,22,FLAT,GOOD ,15,4,LOSER
2,1.45,907,11,HURDLE,SOFT,23,1,LOSER
5,1.3,19,15,HURDLE,SOFT,20,5,WINNER
2,1.11,146,7,CHASE,SOFT,11,3,WINNER
2,2.78,91,11,HURDLE,GOOD/FIRM,7,3,LOSER
2,2.36,22,8,HURDLE,GOOD ,38,2,WINNER
2,1.17,34,16,FLAT,HEAVY,37,1,WINNER
2,1.6,332,12,FLAT,HEAVY,13,3,LOSER
2,2.36,709,7,HURDLE,HEAVY,19,2,WINNER
2,4.4,17,9,FLAT,FAST,61,3,LOSER
2,1.64,930,9,HURDLE,FIRM,36,3,LOSER
5,3.65,282,9,FLAT,SOFT,21,4,LOSER
2,2.12,420,12,FLAT,FIRM,13,2,WINNER
5,1.56,71,6,CHASE,FIRM,10,5,LOSER
2,11,1695,7,CHASE,GOOD/SOFT,92,1,LOSER
2,1.12,5,7,FLAT,GOOD/SOFT,13,1,WINNER
2,1.65,198,11,HURDLE,HEAVY,49,3,WINNER
5,450,75,19,FLAT,GOOD ,50,4,LOSER
2,1.7,2006,7,HURDLE,SOFT,31,1,WINNER
2,3.55,104,16,HURDLE,GOOD/SOFT,13,1,WINNER
2,3.5,803,6,HURDLE,FIRM,5,3,LOSER
2,2.8,515,11,FLAT,GOOD/SOFT,10,1,LOSER
2,2.66,154,7,FLAT,GOOD/SOFT,35,3,WINNER
2,1.61,216,7,FLAT,SOFT,17,2,LOSER
2,1.6,49,6,FLAT,GOOD ,18,3,LOSER
2,200,1538,7,HURDLE,GOOD/SOFT,24,3,LOSER
2,1.31,142,20,FLAT,FIRM,44,1,WINNER
5,1.41,40,17,FLAT,FAST,60,5,WINNER
2,13,19,19,FLAT,GOOD ,18,3,LOSER
2,2.08,40,12,HURDLE,GOOD/FIRM,20,1,LOSER
5,2.82,193,18,FLAT,FIRM,37,4,WINNER
5,1.48,9,20,FLAT,GOOD/FIRM,87,4,WINNER
2,1.94,11,8,FLAT,FIRM,22,3,WINNER
2,1.97,784,9,FLAT,GOOD/SOFT,16,3,WINNER
2,350,472,10,FLAT,SOFT,6,1,LOSER
2,1.84,201,20,FLAT,GOOD/FIRM,13,2,LOSER
2,1.93,71,12,HURDLE,GOOD ,15,2,WINNER
2,800,142,14,FLAT,SOFT,18,3,LOSER
2,1.76,1495,13,CHASE,HEAVY,20,2,LOSER
5,1.4,6,7,FLAT,GOOD/SOFT,46,4,WINNER
2,1.75,173,16,FLAT,GOOD/SOFT,24,1,LOSER
2,5.7,34,11,FLAT,GOOD/FIRM,18,3,LOSER
5,3.65,35,13,FLAT,FIRM,19,4,WINNER
5,2.96,243,10,HURDLE,FAST,19,4,LOSER
5,1.13,628,22,HURDLE,GOOD/SOFT,54,4,WINNER
5,4.7,212,13,HURDLE,HEAVY,10,5,LOSER
5,11,188,8,HURDLE,GOOD/FIRM,10,5,NON_RUNNER
2,1.69,4,13,FLAT,SOFT,17,2,WINNER
2,180,324,16,FLAT,GOOD ,26,2,LOSER
2,18,155,8,CHASE,GOOD/FIRM,12,1,LOSER
2,9.2,52,9,FLAT,HEAVY,16,3,LOSER
2,3.45,127,10,HURDLE,GOOD/SOFT,72,2,LOSER
2,4.9,847,13,HURDLE,HEAVY,22,2,LOSER
5,1.19,49,8,CHASE,FAST,18,4,WINNER
2,1.02,206,7,FLAT,FAST,33,1,WINNER
2,2.08,304,17,FLAT,GOOD/FIRM,10,3,LOSER
5,4.6,83,19,FLAT,HEAVY,64,5,WINNER
2,1.92,436,16,HURDLE,GOOD/FIRM,17,3,WINNER
2,1.4,3,20,FLAT,FAST,21,2,WINNER
5,9,66,10,FLAT,SOFT,93,5,LOSER
2,2.48,57,10,FLAT,GOOD/SOFT,24,1,WINNER
5,9.6,142,13,HURDLE,GOOD ,23,5,WINNER
2,1.26,73,16,HURDLE,GOOD ,19,1,WINNER
2,1.73,100,16,CHASE,GOOD/SOFT,18,2,WINNER
2,140,282,7,FLAT,SOFT,18,2,LOSER
2,2.44,9,8,CHASE,HEAVY,69,1,WINNER
5,60,144,5,CHASE,HEAVY,15,5,LOSER
5,2.34,134,17,FLAT,GOOD/SOFT,31,5,WINNER
2,1.06,89,16,HURDLE,HEAVY,35,3,WINNER
2,1.29,119,14,FLAT,HEAVY,11,3,NON_RUNNER
2,1.62,78,20,FLAT,FIRM,48,3,WINNER
5,1.42,153,8,FLAT,GOOD/FIRM,69,4,WINNER
2,1.86,46,8,HURDLE,SOFT,27,3,WINNER
2,1.07,197,8,FLAT,GOOD/FIRM,17,2,WINNER
2,1.09,1761,18,FLAT,GOOD ,10,1,WINNER
2,2.76,259,19,HURDLE,GOOD/SOFT,12,2,LOSER
2,1.18,1174,8,FLAT,FIRM,7,3,LOSER
2,4.5,147,11,HURDLE,GOOD ,14,3,LOSER
2,7.8,26,13,FLAT,GOOD ,21,2,LOSER
5,2.28,110,8,FLAT,GOOD ,77,5,LOSER
2,1.25,268,6,FLAT,FIRM,37,3,LOSER
2,1.46,499,13,FLAT,GOOD ,16,2,WINNER
2,8.2,790,23,FLAT,GOOD/FIRM,9,1,LOSER
5,2.58,19,9,FLAT,FAST,6,5,WINNER
5,1.64,314,9,FLAT,SOFT,112,4,LOSER
2,4.9,1193,7,CHASE,GOOD/FIRM,48,2,LOSER
2,2.76,90,11,FLAT,FIRM,52,2,LOSER
2,1.23,359,10,FLAT,GOOD/SOFT,16,3,WINNER
2,2.14,11,8,HURDLE,GOOD/FIRM,21,1,LOSER
5,5.6,128,8,FLAT,GOOD ,20,4,LOSER
2,4.5,38,9,HURDLE,FAST,24,2,LOSER
5,2.22,16,6,FLAT,GOOD/FIRM,69,5,WINNER
5,2.42,62,14,FLAT,GOOD/FIRM,29,4,WINNER
5,80,11,18,FLAT,GOOD ,29,4,LOSER
2,4.6,89,15,FLAT,HEAVY,40,3,WINNER
5,5.4,244,6,HURDLE,GOOD/FIRM,17,5,WINNER
2,1.92,10,9,FLAT,HEAVY,17,3,WINNER
2,9.6,15,10,HURDLE,FIRM,15,3,LOSER
5,1.87,466,10,HURDLE,SOFT,14,5,LOSER
2,200,179,7,FLAT,GOOD/SOFT,24,1,LOSER
2,1.16,44,8,HURDLE,FIRM,14,2,WINNER
5,2.82,100,8,FLAT,HEAVY,9,5,WINNER
2,1.42,21,7,HURDLE,HEAVY,12,1,WINNER
2,8,728,8,FLAT,HEAVY,19,1,LOSER
5,1.56,99,5,FLAT,HEAVY,27,5,WINNER
2,1.94,146,9,CHASE,GOOD/FIRM,33,1,LOSER
2,2.42,169,15,FLAT,HEAVY,28,3,LOSER
2,1.87,82,17,FLAT,GOOD/SOFT,24,2,WINNER
5,1.44,30,18,FLAT,FAST,75,5,WINNER
5,3.5,199,10,CHASE,GOOD ,32,5,LOSER
5,5.7,109,13,FLAT,FIRM,9,5,LOSER
5,1.99,2148,5,FLAT,FIRM,18,5,WINNER
5,2.3,13,15,FLAT,GOOD ,12,4,WINNER
5,1.14,1563,10,HURDLE,SOFT,16,5,WINNER
2,2.7,189,15,CHASE,GOOD/SOFT,13,2,WINNER
2,3.05,21,6,CHASE,FAST,10,1,WINNER
2,2.38,33,21,HURDLE,HEAVY,24,3,LOSER
2,1.96,94,20,CHASE,FAST,24,3,WINNER
5,3.3,6,10,HURDLE,FAST,37,5,LOSER
2,1.46,160,8,HURDLE,SOFT,19,1,WINNER
2,2.06,90,7,HURDLE,HEAVY,26,3,LOSER
2,1.01,17,20,FLAT,HEAVY,36,2,WINNER
2,1.24,337,12,FLAT,HEAVY,18,2,LOSER
2,800,117,9,FLAT,GOOD ,11,3,LOSER
5,100,36,8,HURDLE,GOOD ,15,5,LOSER
2,3.15,1075,21,FLAT,HEAVY,19,2,LOSER
2,1.05,50,7,FLAT,GOOD/FIRM,16,2,WINNER
5,1.42,481,7,FLAT,GOOD/FIRM,32,5,WINNER
2,2.36,979,9,FLAT,GOOD ,42,2,LOSER
5,100,28,9,CHASE,SOFT,17,5,LOSER
2,4,4,7,HURDLE,FIRM,50,2,LOSER
2,1.61,80,8,HURDLE,FIRM,39,1,WINNER
2,1.72,173,10,FLAT,GOOD ,11,1,WINNER
2,1.71,4,10,FLAT,FIRM,29,1,WINNER
2,16,1833,9,HURDLE,GOOD/FIRM,30,3,LOSER
5,1.3,75,8,HURDLE,FIRM,12,5,WINNER
2,2.26,63,11,FLAT,GOOD ,15,2,WINNER
2,5.7,1397,20,FLAT,GOOD ,20,3,LOSER
2,1.29,378,8,FLAT,HEAVY,11,3,LOSER
2,2.66,91,16,HURDLE,FAST,27,2,LOSER
2,7.6,132,13,HURDLE,FIRM,16,3,WINNER
2,2.08,166,6,CHASE,FIRM,20,1,LOSER
2,2.58,139,8,FLAT,GOOD/SOFT,20,2,LOSER
2,1.07,223,21,FLAT,SOFT,20,3,WINNER
2,7.6,315,5,CHASE,GOOD ,19,1,LOSER
2,3.15,93,9,HURDLE,SOFT,27,2,LOSER
2,90,842,7,FLAT,SOFT,18,1,LOSER
5,8,63,15,FLAT,FAST,14,5,LOSER
5,1.38,175,13,CHASE,FIRM,89,5,WINNER
2,1.01,96,15,FLAT,FIRM,9,3,WINNER
2,2.04,114,12,HURDLE,GOOD/FIRM,23,1,WINNER
5,2.68,98,20,CHASE,FIRM,11,5,WINNER
5,1.54,709,8,CHASE,FAST,12,4,WINNER
2,1.53,308,9,CHASE,GOOD/SOFT,22,3,WINNER
2,1.7,1769,8,FLAT,GOOD/SOFT,18,2,LOSER
5,1.19,6,10,HURDLE,GOOD/SOFT,56,4,WINNER
2,1.55,133,8,HURDLE,HEAVY,24,3,LOSER
2,7.8,2021,11,HURDLE,GOOD ,29,1,WINNER
2,1.16,161,13,FLAT,GOOD/SOFT,16,1,WINNER
2,9.6,545,7,HURDLE,GOOD ,41,1,LOSER
2,80,289,6,FLAT,GOOD ,65,3,LOSER
5,3.9,59,7,FLAT,FAST,30,4,LOSER
2,1.38,1887,14,FLAT,HEAVY,19,1,WINNER
2,5.7,277,13,FLAT,GOOD ,83,1,LOSER
2,1.99,417,13,FLAT,HEAVY,48,2,LOSER
2,1.66,164,22,HURDLE,GOOD ,19,1,WINNER
2,1.94,15,9,HURDLE,GOOD/FIRM,41,1,WINNER
2,7.8,24,8,FLAT,GOOD/FIRM,7,2,LOSER
5,1.97,7,15,FLAT,SOFT,42,5,LOSER
5,2.74,1104,17,CHASE,HEAVY,14,4,WINNER
2,1.27,65,23,FLAT,FAST,19,3,LOSER
2,1.9,55,13,HURDLE,SOFT,6,1,WINNER
2,1.6,89,7,CHASE,FIRM,24,3,WINNER
2,9.6,1643,14,HURDLE,SOFT,19,2,WINNER
2,5.9,568,7,FLAT,SOFT,19,1,LOSER
2,2.22,24,11,HURDLE,SOFT,49,3,LOSER
2,1.51,264,20,FLAT,FAST,8,1,WINNER
2,1.52,1574,12,CHASE,GOOD/FIRM,8,2,WINNER
2,1.32,1285,24,FLAT,GOOD/SOFT,22,2,WINNER
5,5.8,32,10,FLAT,GOOD ,9,4,LOSER
2,1.4,209,11,FLAT,GOOD ,20,3,WINNER
2,2.18,66,7,HURDLE,FIRM,23,1,WINNER
2,1.86,36,21,FLAT,GOOD ,28,2,WINNER
2,1.07,9,5,FLAT,GOOD ,60,3,WINNER
2,1.08,1460,9,HURDLE,GOOD/SOFT,84,2,WINNER
2,2.12,174,9,FLAT,GOOD/FIRM,97,2,WINNER
2,8.2,249,12,CHASE,GOOD ,12,1,LOSER
5,1.44,11,12,FLAT,SOFT,11,4,WINNER
2,6.8,1765,8,HURDLE,GOOD/FIRM,87,3,WINNER
2,3.55,142,23,HURDLE,SOFT,12,3,WINNER
2,1.87,36,11,HURDLE,FIRM,15,1,LOSER
2,2.28,52,7,CHASE,GOOD/SOFT,25,3,LOSER
2,1.91,309,7,FLAT,HEAVY,19,3,LOSER
2,1.01,7,11,HURDLE,FIRM,25,2,WINNER
2,1.81,430,18,FLAT,SOFT,60,2,WINNER
2,1.43,31,6,HURDLE,GOOD ,35,3,WINNER
2,1.02,254,7,FLAT,GOOD/FIRM,21,1,WINNER
2,1.89,369,9,FLAT,GOOD/SOFT,21,1,WINNER
5,9.6,804,7,FLAT,GOOD ,14,5,WINNER
2,600,61,13,CHASE,SOFT,10,1,LOSER
2,1.15,63,23,CHASE,SOFT,17,1,WINNER
2,1.52,1721,8,FLAT,HEAVY,13,1,LOSER
2,2.78,839,11,FLAT,FAST,20,3,LOSER
5,8.2,669,22,HURDLE,GOOD/SOFT,35,4,LOSER
2,35,230,16,HURDLE,GOOD/FIRM,30,3,LOSER
2,2.12,6,10,HURDLE,GOOD/SOFT,38,1,LOSER
2,1.93,104,7,FLAT,FIRM,13,2,LOSER
2,1.48,1711,8,HURDLE,GOOD ,38,2,WINNER
2,5.6,226,23,FLAT,HEAVY,38,1,LOSER
2,9.2,34,9,FLAT,FAST,25,3,LOSER
2,3.1,655,12,FLAT,FIRM,21,3,LOSER
2,2.68,991,22,HURDLE,SOFT,6,1,LOSER
2,5.6,26,7,FLAT,GOOD ,42,3,LOSER
5,1.37,74,7,HURDLE,GOOD/FIRM,19,5,WINNER
5,2,222,22,HURDLE,FIRM,45,4,WINNER
5,1.68,21,18,FLAT,FAST,12,5,WINNER
5,2,24,11,HURDLE,GOOD/FIRM,25,5,WINNER
5,2.64,690,8,FLAT,HEAVY,18,5,LOSER
2,2.5,345,7,FLAT,GOOD/FIRM,43,2,LOSER
2,2.86,100,11,FLAT,FIRM,18,3,LOSER
2,40,559,5,FLAT,FAST,14,1,LOSER
5,18,12,17,HURDLE,FAST,18,5,LOSER
5,1.1,16,7,FLAT,SOFT,36,4,WINNER
5,1.71,7,8,FLAT,GOOD/FIRM,21,4,WINNER
5,8,564,10,CHASE,SOFT,33,5,LOSER
2,4.9,2,9,HURDLE,HEAVY,9,3,LOSER
5,6.2,739,13,HURDLE,FIRM,25,5,LOSER
5,35,15,6,FLAT,HEAVY,21,4,LOSER
2,6.2,1492,8,FLAT,FAST,98,2,LOSER
2,1.47,123,7,FLAT,SOFT,13,3,LOSER
2,1.76,1098,8,CHASE,FAST,19,2,LOSER
5,2.44,79,12,CHASE,HEAVY,20,5,LOSER
2,1.94,653,15,FLAT,GOOD/FIRM,13,1,LOSER
2,1.05,16,6,FLAT,HEAVY,29,3,WINNER
2,1.61,25,15,FLAT,GOOD/SOFT,19,3,WINNER
2,2.66,173,12,HURDLE,SOFT,15,3,WINNER
2,6.4,785,8,HURDLE,HEAVY,31,1,LOSER
2,25,5,14,FLAT,HEAVY,112,1,LOSER
2,1.27,1240,22,CHASE,GOOD ,9,1,LOSER
2,1.26,488,10,HURDLE,HEAVY,20,2,LOSER
5,1.44,83,7,FLAT,FIRM,8,4,LOSER
2,1.31,884,6,HURDLE,FAST,19,3,LOSER
2,1.89,165,8,FLAT,GOOD/SOFT,29,2,NON_RUNNER
2,2.74,35,8,CHASE,GOOD/FIRM,15,1,WINNER
5,1.29,61,5,FLAT,HEAVY,23,4,LOSER
5,2.86,154,12,CHASE,FIRM,36,4,WINNER
5,2,180,12,FLAT,FIRM,18,5,LOSER
5,250,61,13,FLAT,FAST,49,4,LOSER
5,1.05,1477,12,FLAT,SOFT,10,4,WINNER
2,2.78,65,13,FLAT,FIRM,74,2,LOSER
2,7.8,399,16,FLAT,HEAVY,50,2,LOSER
2,6.8,79,6,FLAT,SOFT,5,1,LOSER
2,1.33,80,10,FLAT,GOOD ,18,3,WINNER
5,1.94,137,12,HURDLE,FAST,11,5,WINNER
2,2.54,105,6,CHASE,GOOD ,37,1,WINNER
2,2.82,3,8,FLAT,FIRM,16,1,LOSER
5,1.2,428,16,FLAT,HEAVY,14,4,WINNER
5,100,1636,9,HURDLE,SOFT,14,5,LOSER
5,2.96,28,11,HURDLE,GOOD/SOFT,16,5,WINNER
2,120,807,14,FLAT,HEAVY,19,1,LOSER
2,1.27,1170,21,HURDLE,SOFT,7,3,WINNER
2,2.62,907,24,CHASE,FAST,13,1,LOSER
2,1.86,49,10,HURDLE,GOOD/FIRM,52,3,WINNER
2,3.3,106,13,FLAT,GOOD/FIRM,22,3,LOSER
2,8.4,1015,13,HURDLE,GOOD/SOFT,18,1,LOSER
2,6,488,8,FLAT,GOOD ,32,3,LOSER
2,5.6,817,5,FLAT,GOOD ,13,2,LOSER
2,2.24,29,5,FLAT,GOOD/SOFT,12,2,LOSER
5,3,11,8,FLAT,FIRM,29,4,LOSER
5,1.81,18,16,HURDLE,FIRM,30,4,WINNER
2,16,1621,10,HURDLE,HEAVY,41,3,LOSER
5,1.7,199,11,FLAT,GOOD/SOFT,64,5,WINNER
2,1.12,151,9,FLAT,HEAVY,51,3,WINNER
5,1.56,620,17,FLAT,FIRM,19,5,WINNER
2,2.52,37,12,CHASE,GOOD/FIRM,63,3,WINNER
5,1.74,85,16,FLAT,SOFT,8,5,WINNER
2,1.02,94,9,HURDLE,SOFT,27,2,WINNER
2,2.24,659,21,HURDLE,HEAVY,17,2,WINNER
2,4.6,23,9,FLAT,SOFT,7,3,LOSER
2,1.49,220,15,HURDLE,GOOD ,67,1,WINNER
5,2.42,80,8,HURDLE,SOFT,66,5,LOSER
2,2.72,198,12,FLAT,HEAVY,40,1,LOSER
5,140,47,6,FLAT,SOFT,15,5,LOSER
2,1.69,50,7,FLAT,GOOD/FIRM,27,3,WINNER
2,40,3,9,FLAT,FIRM,22,2,WINNER
5,6,150,9,FLAT,FIRM,39,5,LOSER
2,1.75,415,8,FLAT,GOOD/FIRM,21,2,WINNER
2,1.7,250,10,CHASE,GOOD/SOFT,33,3,LOSER
2,1.88,1232,7,HURDLE,SOFT,23,1,LOSER
5,1.39,813,7,FLAT,GOOD ,25,5,WINNER
5,800,42,8,FLAT,HEAVY,16,4,LOSER
2,90,80,9,FLAT,GOOD ,18,2,LOSER
2,1.02,600,7,FLAT,FAST,56,3,WINNER
5,4.9,64,10,FLAT,SOFT,17,5,WINNER
2,2.78,322,16,FLAT,HEAVY,14,1,LOSER
2,2.56,479,7,FLAT,GOOD/SOFT,43,1,WINNER
5,2.18,407,8,HURDLE,SOFT,65,5,WINNER
2,1.52,190,16,HURDLE,GOOD/FIRM,13,1,WINNER
2,50,127,8,FLAT,GOOD/SOFT,29,2,LOSER
5,1.48,106,21,HURDLE,GOOD ,28,4,WINNER
2,1.13,115,12,CHASE,SOFT,12,2,WINNER
2,8.2,951,18,FLAT,HEAVY,12,2,LOSER
2,1.77,184,10,CHASE,SOFT,13,2,LOSER
5,8.2,16,8,FLAT,FIRM,36,4,LOSER
2,35,7,8,CHASE,SOFT,87,1,LOSER
2,1.48,136,8,HURDLE,GOOD/SOFT,14,2,WINNER
2,2.72,114,14,FLAT,GOOD ,34,3,WINNER
2,4.9,330,7,HURDLE,GOOD/SOFT,22,3,LOSER
2,5.2,149,7,FLAT,FAST,18,1,LOSER
5,2.82,455,9,FLAT,FIRM,28,4,LOSER
5,3.8,69,7,CHASE,GOOD ,34,4,WINNER
5,2.24,484,23,FLAT,GOOD ,68,5,WINNER
2,1.03,176,24,FLAT,FAST,53,1,WINNER
2,1.3,81,12,FLAT,GOOD ,7,1,WINNER
2,1.89,572,14,HURDLE,FIRM,46,1,WINNER
2,7,7,11,HURDLE,FIRM,48,2,LOSER
2,1.22,458,8,FLAT,GOOD/SOFT,23,1,LOSER
2,1.2,14,8,FLAT,GOOD/SOFT,23,1,WINNER
2,1.43,497,9,FLAT,FAST,17,2,WINNER
2,700,50,21,HURDLE,GOOD/FIRM,27,3,LOSER
2,1.38,28,13,FLAT,HEAVY,41,3,WINNER
2,2.4,117,16,CHASE,GOOD/SOFT,53,3,WINNER
2,180,355,8,FLAT,FAST,30,1,LOSER
2,1.99,52,11,HURDLE,GOOD ,57,3,LOSER
2,1.68,99,7,HURDLE,FAST,110,1,LOSER
2,1.4,27,7,CHASE,HEAVY,85,1,WINNER
2,1.98,173,12,FLAT,FIRM,26,3,LOSER
2,2.76,12,16,FLAT,HEAVY,21,3,LOSER
5,7,674,9,FLAT,GOOD/FIRM,32,4,LOSER
2,1.13,172,7,HURDLE,HEAVY,13,3,LOSER
2,1.85,82,7,FLAT,GOOD/SOFT,17,1,LOSER
2,140,206,8,FLAT,SOFT,45,1,LOSER
2,1.39,2,9,FLAT,FAST,79,1,WINNER
2,1.4,5,6,HURDLE,FAST,17,2,WINNER
5,1.09,195,12,FLAT,GOOD/SOFT,33,5,WINNER
5,6.6,949,11,HURDLE,GOOD/SOFT,56,5,LOSER
5,2.52,35,7,FLAT,GOOD/FIRM,18,4,WINNER
2,6.4,741,9,FLAT,GOOD/SOFT,20,3,LOSER
2,1.29,9,7,HURDLE,FAST,17,3,LOSER
2,1.77,198,11,FLAT,GOOD/SOFT,10,1,WINNER
5,3.4,153,6,HURDLE,HEAVY,18,4,LOSER
2,1.41,66,9,HURDLE,HEAVY,12,3,LOSER
2,4.6,154,10,FLAT,GOOD/SOFT,8,1,LOSER
2,3.6,366,15,CHASE,FAST,21,3,WINNER
2,4.6,2025,6,FLAT,FIRM,19,3,LOSER
2,6.4,119,7,CHASE,FIRM,31,1,LOSER
2,1.22,105,9,FLAT,HEAVY,79,2,WINNER
2,1.47,299,8,FLAT,GOOD/SOFT,29,1,WINNER
2,1.74,644,5,FLAT,GOOD ,39,2,LOSER
2,15,121,15,HURDLE,GOOD/SOFT,18,2,LOSER
2,2.74,255,10,FLAT,SOFT,65,2,WINNER
2,14,242,9,HURDLE,FAST,54,1,LOSER
2,5.2,117,20,HURDLE,HEAVY,10,3,LOSER
2,1.95,89,6,CHASE,GOOD/SOFT,11,2,WINNER
2,70,70,7,CHASE,FIRM,7,2,LOSER
5,1.59,16,12,FLAT,FIRM,54,4,WINNER
2,1.05,97,9,CHASE,SOFT,25,2,WINNER
5,900,86,9,FLAT,FIRM,18,5,LOSER
2,1.45,1881,5,FLAT,HEAVY,18,3,LOSER
2,5.1,110,8,HURDLE,GOOD/SOFT,17,2,WINNER
5,5,1158,11,FLAT,SOFT,38,5,LOSER
5,1.68,87,19,FLAT,FIRM,10,5,WINNER
5,2,386,8,FLAT,HEAVY,27,4,LOSER
2,1.65,55,7,FLAT,FAST,16,1,WINNER
2,1.95,258,7,HURDLE,FAST,14,2,WINNER
2,1.42,701,7,FLAT,FIRM,23,1,LOSER
2,200,69,15,FLAT,GOOD/SOFT,22,1,LOSER
5,5.3,155,12,FLAT,GOOD/SOFT,27,4,LOSER
2,1.91,318,7,FLAT,FIRM,49,2,LOSER
2,13,265,14,FLAT,GOOD ,63,3,LOSER
2,1.61,222,13,CHASE,HEAVY,9,1,LOSER
5,2.5,80,9,FLAT,GOOD/FIRM,15,5,WINNER
2,15,40,7,FLAT,HEAVY,12,2,LOSER
5,90,239,9,FLAT,FAST,20,4,LOSER
2,1.48,1264,10,FLAT,GOOD/SOFT,38,2,WINNER
2,2.84,8,20,CHASE,GOOD/FIRM,22,1,LOSER
5,14,1980,21,HURDLE,FAST,20,5,LOSER
2,1.58,17,6,HURDLE,GOOD/FIRM,36,3,WINNER
2,1.81,180,13,HURDLE,FIRM,13,1,LOSER
2,3.8,2,7,FLAT,GOOD/SOFT,24,3,LOSER
2,11,881,17,FLAT,SOFT,12,1,LOSER
2,500,84,20,FLAT,SOFT,54,1,LOSER
5,1.5,79,11,HURDLE,SOFT,49,5,WINNER
2,5.2,46,12,HURDLE,HEAVY,23,2,LOSER
2,1.56,33,9,FLAT,FAST,7,1,WINNER
2,2.6,1361,7,FLAT,GOOD/FIRM,18,1,LOSER
2,1.44,64,15,FLAT,GOOD ,20,3,WINNER
2,2.62,861,6,FLAT,GOOD/FIRM,49,1,LOSER
2,1.93,1508,7,FLAT,GOOD ,28,3,LOSER
2,1.84,338,18,CHASE,GOOD ,7,3,LOSER
5,17,501,20,FLAT,FIRM,8,4,LOSER
2,600,26,10,FLAT,GOOD/FIRM,38,2,LOSER
2,1.35,22,5,CHASE,GOOD/SOFT,47,1,WINNER
2,2.1,45,9,FLAT,HEAVY,20,1,WINNER
5,4.1,265,9,CHASE,HEAVY,41,5,LOSER
5,14,12,8,HURDLE,GOOD/SOFT,38,5,WINNER
2,100,572,10,HURDLE,FAST,18,2,LOSER
5,1.7,48,10,HURDLE,HEAVY,13,5,LOSER
2,2.1,594,16,FLAT,FIRM,12,1,WINNER
2,8,568,20,HURDLE,HEAVY,24,1,LOSER
2,1.14,511,8,HURDLE,FIRM,19,3,WINNER
2,1.94,1201,24,HURDLE,SOFT,57,1,LOSER
5,30,338,11,FLAT,SOFT,25,5,LOSER
2,1.62,41,19,CHASE,SOFT,11,2,WINNER
2,1.69,111,8,HURDLE,GOOD/FIRM,14,3,WINNER
5,4.6,71,11,FLAT,SOFT,35,4,LOSER
2,2.38,317,9,HURDLE,HEAVY,25,2,LOSER
2,1.56,27,13,FLAT,FAST,52,1,WINNER
5,2.68,95,11,HURDLE,FIRM,30,4,LOSER
2,1.26,1107,7,FLAT,FAST,25,3,LOSER
2,1.87,452,17,FLAT,SOFT,36,2,LOSER
5,14,442,20,HURDLE,FIRM,21,4,LOSER
2,8.4,100,14,FLAT,FIRM,17,1,LOSER
5,5.4,56,11,FLAT,GOOD ,8,4,WINNER
2,1.97,75,5,FLAT,SOFT,26,3,LOSER
2,5,87,13,CHASE,GOOD/FIRM,12,2,WINNER
5,3,51,9,FLAT,HEAVY,17,4,WINNER
2,1.56,14,6,HURDLE,FIRM,10,1,WINNER
2,2.2,9,10,FLAT,GOOD/SOFT,15,1,WINNER
2,1.07,1772,7,FLAT,GOOD/FIRM,13,3,WINNER
2,2.98,1038,12,HURDLE,FAST,55,2,LOSER
2,1.64,71,13,CHASE,GOOD ,58,2,WINNER
2,20,65,8,FLAT,GOOD/SOFT,32,2,LOSER
5,5.8,497,9,FLAT,GOOD/SOFT,12,4,LOSER
2,50,410,15,FLAT,GOOD ,41,3,LOSER
2,2.74,156,7,CHASE,GOOD/SOFT,25,3,WINNER
2,500,965,5,FLAT,FIRM,22,3,LOSER
2,3.2,261,18,HURDLE,FAST,11,3,LOSER
5,1.19,23,20,FLAT,GOOD ,30,4,WINNER
2,1.68,72,16,CHASE,HEAVY,17,3,LOSER
2,6.2,280,11,HURDLE,SOFT,8,2,LOSER
